,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
822,林口區,房地(土地+建物)+車位,新北市林口區文化三路一段１９９號二十一樓,28.26,住,,,1110217,土地1建物1車位3,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100412,285.44,4,2,2,有,有,36700000,148667,坡道平面,76.92,5700000,,RPXTMLMJLHHGFBF58DA,161.6,6.73,12.68,有,
823,林口區,房地(土地+建物)+車位,新北市林口區文化三路一段２０９號二十二樓,28.26,住,,,1110116,土地1建物1車位3,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100412,284.44,4,2,2,有,有,36200000,146024,坡道平面,76.94,5900000,,RPOUMLMJLHHGFBF77DA,131.83,5.72,12.68,有,
824,林口區,房地(土地+建物),新北市林口區文化三路一段２０９號六樓,12.55,住,,,1101015,土地1建物1車位0,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100412,98.65,2,2,2,有,有,11850000,120122,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTUMLNJLHHGFBF38DA,54.73,4.63,4.46,有,
825,林口區,房地(土地+建物)+車位,新北市林口區文化三路一段２０９號七樓,13.07,住,,,1101015,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100412,124.29,2,2,2,有,有,13900000,118589,坡道平面,25.64,2200000,親友、員工、共有人或其他特殊關係間之交易；,RPUUMLNJLHHGFBF48DA,69.61,4.63,4.46,有,
827,五股區,房地(土地+建物)+車位,新北市五股區芳洲八路８６號四樓,12.89,住,,,1110220,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030127,96.69,1,1,1,有,有,8860000,91633,坡道平面,27.92,0,未登記建物；,RPVQMLPLKHHGFBF48DA,41.72,2.87,2.17,有,269.0
828,五股區,房地(土地+建物)+車位,新北市五股區新城八路６８號十三樓,16.77,商,,,1110211,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021018,154.84,3,2,2,有,有,14650000,94614,坡道平面,25.2,0,,RPRSMLMJLHHGFBF87DA,77.89,4.23,7.43,有,270.0
829,新莊區,房地(土地+建物)+車位,新北市新莊區福前街２４９號十樓,33.56,住,,,1110121,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010926,205.12,4,2,2,有,有,26000000,126755,坡道平面,0.0,0,,RPVNMLPLKHHGFBF18DA,111.16,2.13,10.4,有,
841,林口區,房地(土地+建物)+車位,新北市林口區文化三路一段１９９號十六樓,27.74,住,,,1101228,土地1建物1車位2,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100412,259.8,4,2,2,有,有,34100000,141473,坡道平面,51.28,4600000,,RPUOMLSJKHHGFBF28DA,146.72,6.73,12.68,有,
844,林口區,房地(土地+建物)+車位,新北市林口區文化三路一段２１３號十樓,22.03,住,,,1101210,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100412,193.9,3,2,2,有,有,25150000,139376,坡道平面,25.65,1700000,,RPXUMLTKJHHGFBF66DA,93.92,8.39,6.16,有,
846,林口區,房地(土地+建物)+車位,新北市林口區文化三路一段７７號八樓,46.43,住,,,1110125,土地1建物1車位2,八層,四十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1090806,418.33,0,0,0,無,有,49720000,121048,坡道平面,42.28,4200000,毛胚屋；,RPUOMLRJKHHGFBF18DA,209.64,15.56,18.19,有,
847,新莊區,房地(土地+建物)+車位,新北市新莊區榮華路二段８７號十八樓,12.57,住,,,1101124,土地1建物1車位1,十八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040601,98.28999999999999,2,2,1,有,有,16000000,178593,坡道機械,17.09,1500000,,RPRPMLKLKIGGFBF47DA,43.97,7.08,2.83,有,272.0
848,林口區,房地(土地+建物)+車位,新北市林口區民有街１５２號十三樓,24.81,商,,,1110114,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990128,222.11,4,2,2,有,有,24680000,111992,坡道平面,17.81,1800000,其他增建；,RPURMLOKJHHGFBF18DA,124.97,8.17,14.3,有,273.0
850,板橋區,房地(土地+建物)+車位,新北市板橋區重慶路２４５巷９８號十五樓,19.42,住,,,1110213,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991122,144.23,3,2,2,有,有,22000000,143609,坡道機械,3.57,1800000,陽台外推；其他增建；,RPSPMLSJLHHGFAF18DA,87.72,7.93,8.45,有,274.0
851,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷２２號十樓,18.68,住,,,1101129,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,134.23,3,2,1,有,有,12060000,104079,坡道平面,34.69,1700000,,RPVQMLSJLHHGFAF58DA,56.92,6.25,4.04,有,
852,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷２２號十一樓,18.68,住,,,1080208,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,134.23,3,2,1,有,有,12380000,105284,坡道平面,34.69,1900000,,RPPVMLTJLHHGFAF58DA,56.92,6.25,4.04,有,
853,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷２２號六樓,18.68,住,,,1101205,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,134.23,2,2,1,有,有,11700000,100462,坡道平面,34.69,1700000,,RPQVMLTJLHHGFAF68DA,56.92,6.25,4.04,有,
854,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷２２號十二樓,18.68,住,,,1101205,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,134.23,2,2,1,有,有,12300000,106490,坡道平面,34.69,1700000,,RPVUMLTJLHHGFAF09DA,56.92,6.25,4.04,有,
860,土城區,房地(土地+建物),新北市土城區金城路二段２４２巷３號十二樓,4.44,商,,,1110213,土地1建物1車位0,十二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840819,64.57,2,1,1,有,有,9100000,140932,,0.0,0,,RPXOMLLKLHHGFAF97DA,44.32,0.0,9.36,有,277.0
863,板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２３３號四樓,22.99,住,,,1100930,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,169.11,4,2,2,有,有,22000000,135719,坡道平面,23.22,2200000,預售屋、或土地及建物分件登記案件；,RPRRMLMJLHHGFAF67DA,83.7,2.93,11.14,有,
864,板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２３３號十五樓,22.99,住,,,1070329,土地1建物1車位1,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,169.11,4,2,2,有,有,21500000,133662,坡道平面,23.22,2000000,預售屋、或土地及建物分件登記案件；,RPSRMLMJLHHGFAF77DA,83.7,2.93,11.14,有,
865,板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２４９號二樓,19.53,住,,,1070105,土地1建物1車位1,二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,146.36,3,2,2,有,有,17550000,127091,坡道平面,23.22,1900000,預售屋、或土地及建物分件登記案件；,RPTRMLMJLHHGFAF87DA,73.99,0.0,8.52,有,
866,板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２４５號十一樓,13.13,住,,,1070328,土地1建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,103.27000000000001,2,2,1,有,有,12010000,123337,坡道平面,22.11,2000000,預售屋、或土地及建物分件登記案件；,RPURMLMJLHHGFAF97DA,47.71,4.23,2.45,有,
867,板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２２９號十二樓,14.17,住,,,1080429,土地1建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,111.29,2,2,1,有,有,13000000,124901,坡道平面,23.22,2000000,預售屋、或土地及建物分件登記案件；,RPVRMLMJLHHGFAF08DA,51.77,4.51,2.74,有,
868,板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２２７號十七樓,19.53,住,,,1071128,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,146.41,3,2,2,有,有,18000000,128257,坡道平面,23.22,2200000,預售屋、或土地及建物分件登記案件；,RPWRMLMJLHHGFAF18DA,68.18,4.42,9.96,有,
869,板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２２１號十四樓,17.95,住,,,1100218,土地1建物1車位1,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,134.95,3,2,2,有,有,15850000,122740,坡道平面,22.11,2000000,預售屋、或土地及建物分件登記案件；,RPXRMLMJLHHGFAF28DA,61.63,5.57,8.42,有,
870,板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２２１號十五樓,17.95,住,,,1100219,土地1建物1車位1,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,136.06,3,2,2,有,有,15750000,122740,坡道平面,23.22,1900000,預售屋、或土地及建物分件登記案件；,RPOSMLMJLHHGFAF47DA,61.63,5.57,8.42,有,
871,板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２２１號十九樓,17.95,住,,,1100410,土地1建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,136.06,3,2,2,有,有,16080000,123892,坡道平面,23.22,2100000,預售屋、或土地及建物分件登記案件；,RPPSMLMJLHHGFAF57DA,61.63,5.57,8.42,有,
873,板橋區,房地(土地+建物)+車位,新北市板橋區民生路一段１號十九樓之２,15.69,工,,,1110203,土地3建物1車位1,十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0920130,254.68,4,2,2,有,有,35000000,154431,坡道平面,44.23,2500000,其他增建；,RPQPMLMJLHHGFAF37DA,152.96,0.0,14.15,有,
878,土城區,房地(土地+建物),新北市土城區中華路一段１５１號二樓,10.98,住,,,1110125,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831008,113.1,3,2,2,有,有,14100000,124668,,0.0,0,陽台外推；其他增建；,RPWNMLOLKHHGFAF08DA,77.3,1.38,11.15,有,
880,板橋區,房地(土地+建物),新北市板橋區三民路二段３５巷１７號二樓,8.64,住,,,1110121,土地1建物1車位0,二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810305,112.06,2,1,1,有,有,14070000,125558,,0.0,0,,RPSNMLMLKHHGFAF47DA,88.83,1.14,10.05,有,
882,板橋區,房地(土地+建物),新北市板橋區民生路三段３２１號十九樓之４,2.44,都市：其他:住宅區,,,1110123,土地2建物1車位0,十九層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,72.72,2,1,1,有,有,12080000,166117,,0.0,0,陽台外推；夾層；其他增建；,RPQNMLRKKHHGFAF67DA,47.73,0.0,6.74,有,
884,板橋區,房地(土地+建物)+車位,新北市板橋區漢生東路２６０號四樓,18.05,都市：其他:第二種特定專用區,,,1110113,土地1建物1車位2,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990705,290.16,4,2,2,有,有,43200000,188633,坡道平面,87.64,5000000,,RPUQMLQLJHHGFAF28DA,123.2,1.84,17.57,有,
887,板橋區,房地(土地+建物)+車位,新北市板橋區永豐街４９巷３０號十八樓,21.79,住,,,1110104,土地1建物1車位1,十八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060811,185.46,3,2,2,有,無,31370000,176195,坡道平面,23.31,2800000,,RPOQMLQJJHHGFAF47DA,86.63,17.97,3.91,有,
888,板橋區,房地(土地+建物)+車位,新北市板橋區永豐街４９巷２０號十九樓,19.75,住,,,1101228,土地1建物1車位1,十九層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060811,170.07,3,2,2,有,無,28920000,179340,坡道平面,23.31,2600000,,RPPQMLQJJHHGFAF57DA,84.62,7.06,6.56,有,
893,土城區,房地(土地+建物)+車位,新北市土城區莊園街４１號二十七樓,18.95,住,,,1110111,土地1建物1車位1,二十七層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1080412,127.53,2,2,1,有,有,18000000,141143,坡道平面,36.45,0,,RPRRMLRJKHHGFAF08DA,58.26,0.0,3.89,有,286.0
896,板橋區,房地(土地+建物)+車位,新北市板橋區大觀路一段３８巷２０號十七樓,19.28,住,,,1110213,土地1建物1車位1,十七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070702,157.91,3,2,2,有,有,18020000,114116,坡道平面,38.67,0,,RPRQMLNLKHHGFAF77DA,70.95,2.6,7.23,有,287.0
898,板橋區,房地(土地+建物)+車位,新北市板橋區中正路４５５號二樓,19.46,住,,,1110127,土地1建物1車位1,二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1101110,153.52,3,2,2,有,有,20500000,154321,坡道平面,33.64,2000000,,RPSOMLMJLHHGFAF47DA,72.86,1.06,4.56,有,288.0
906,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷２０號十一樓,16.61,住,,,1080208,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,120.78999999999999,2,2,1,有,有,11800000,114983,坡道平面,34.69,1900000,,RPOVMLTJLHHGFAF48DA,50.41,4.35,4.53,有,
907,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷２號六樓,17.3,住,,,1080209,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,124.88,2,2,1,有,有,11520000,111099,坡道平面,34.69,1500000,,RPTRMLTJLHHGFAF58DA,52.81,4.38,4.61,有,
908,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷２號七樓,17.3,住,,,1080215,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,124.88,3,2,1,有,有,11930000,112318,坡道平面,34.69,1800000,,RPWRMLTJLHHGFAF88DA,52.81,4.38,4.61,有,
909,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷２號八樓,17.3,住,,,1080214,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,124.88,3,2,1,有,有,12240000,114647,坡道平面,34.69,1900000,,RPPSMLTJLHHGFAF28DA,52.81,4.38,4.61,有,
910,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷２號九樓,17.3,住,,,1080224,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,159.57,3,2,1,有,有,14440000,113538,坡道平面,69.38,4200000,,RPSSMLTJLHHGFAF58DA,52.81,4.38,4.61,有,
911,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷２號十樓,17.3,住,,,1101003,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,124.88,3,2,1,有,有,12240000,114647,坡道平面,34.69,1900000,,RPRTMLTJLHHGFAF58DA,52.81,4.38,4.61,有,
912,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷２號十一樓,17.3,住,,,1080224,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,124.88,3,2,1,有,有,12350000,115867,坡道平面,34.69,1900000,,RPSTMLTJLHHGFAF68DA,52.81,4.38,4.61,有,
913,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷２號十二樓,17.3,住,,,1080216,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,124.88,2,2,1,有,有,12460000,117086,坡道平面,34.69,1900000,,RPTTMLTJLHHGFAF78DA,52.81,4.38,4.61,有,
914,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷２號十三樓,17.3,住,,,1080308,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,124.88,3,2,1,有,有,12850000,121410,坡道平面,34.69,1900000,,RPUTMLTJLHHGFAF88DA,52.81,4.38,4.61,有,
915,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷２號十四樓,17.3,住,,,1080422,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,124.88,2,2,1,有,有,13050000,121410,坡道平面,34.69,2100000,,RPVTMLTJLHHGFAF98DA,52.81,4.38,4.61,有,
916,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷２０號八樓,16.61,住,,,1101217,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,120.78999999999999,2,2,1,有,有,11500000,113821,坡道平面,34.69,1700000,,RPXQMLSJLHHGFAF78DA,50.41,4.35,4.53,有,
917,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷１８號三樓,16.61,住,,,1080212,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,112.68,3,2,1,有,有,10160000,105497,坡道平面,31.54,1600000,,RPORMLSJLHHGFAF97DA,50.73,2.23,4.53,有,
918,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷１８號十樓,16.61,住,,,1101224,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,118.99000000000001,3,2,1,有,有,11290000,111388,坡道平面,34.69,1900000,,RPPRMLSJLHHGFAF08DA,50.73,2.23,4.53,有,
919,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷１８號十一樓,16.61,住,,,1080420,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,118.99000000000001,2,2,1,有,有,11850000,115658,坡道平面,34.69,2100000,,RPQRMLSJLHHGFAF18DA,50.73,2.23,4.53,有,
920,土城區,房地(土地+建物)+車位,新北市土城區青雲路３３６巷１８號十二樓,16.61,住,,,1080501,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101222,118.99000000000001,2,2,1,有,有,11750000,116845,坡道平面,34.69,1900000,,RPRRMLSJLHHGFAF28DA,50.73,2.23,4.53,有,
