,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
631,永和區,房地(土地+建物),新北市永和區永平路３７６號三樓,14.38,住,,,1110224,土地1建物1車位0,三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1090427,158.82,3,2,2,有,有,28890662,181908,,0.0,0,政府機關標讓售；,RPWPMLOKLHHGFHF09EA,99.63,0.0,11.61,有,
633,樹林區,房地(土地+建物),新北市樹林區學勤路３９８號十四樓,6.45,商,,,1110223,土地1建物1車位0,十四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971030,64.57,1,1,1,有,有,8650000,133963,,0.0,0,其他增建；,RPSOMLLKLHHGFIF38EA,39.1,0.0,5.73,有,195.0
635,樹林區,房地(土地+建物)+車位,新北市樹林區佳園路三段３９０號十三樓,17.95,住,,,1110215,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961121,139.06,3,1,2,有,有,10900000,78383,坡道平面,30.93,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLOKLHHGFIF78EA,65.05,0.7,14.5,有,
636,三峽區,房地(土地+建物),新北市三峽區復興路４４９號十六樓之６,2.91,住,,,1110303,土地1建物1車位0,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841013,35.71,1,1,1,有,有,3300000,92411,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLOKLHHGFIF09EA,24.08,0.0,5.43,有,196.0
637,樹林區,房地(土地+建物)+車位,新北市樹林區學府路２００號三樓,53.66,住,,,1110127,土地1建物1車位3,三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981028,410.91999999999996,4,2,3,有,有,42680000,103864,坡道平面,83.64,0,,RPSOMLOKLHHGFIF68EA,210.96,0.0,24.8,有,
638,樹林區,房地(土地+建物)+車位,新北市樹林區學勤路６３３號十二樓,19.04,住,,,1110220,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000317,154.22,2,2,2,有,有,17800000,128945,坡道平面,27.81,1500000,其他增建；,RPROMLLKLHHGFIF28EA,82.04,2.35,6.59,有,
641,永和區,房地(土地+建物),新北市永和區秀朗路二段１０３號十一樓,14.98,住,,,1110215,土地1建物1車位0,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1070205,106.0,2,2,1,有,有,21480000,202642,,0.0,0,,RPROMLOKLHHGFHF48EA,62.78,4.1,5.37,有,199.0
643,永和區,房地(土地+建物)+車位,新北市永和區永平路３３６號二十五樓,7.31,住,,,1110218,土地1建物1車位1,二十五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1090427,106.36,0,0,0,無,有,16897299,158869,坡道平面,35.77,0,,RPOPMLOKLHHGFHF28EA,46.49,0.0,2.92,有,
651,永和區,房地(土地+建物)+車位,新北市永和區永平路３６２號四樓,14.58,住,,,1110225,土地1建物1車位1,四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1090427,186.68,3,2,2,有,有,29350000,157221,坡道平面,35.78,0,政府機關標讓售；,RPPOMLOKLHHGFHF28EA,98.89,0.0,6.8,有,
658,三重區,房地(土地+建物),新北市三重區重新路三段１５０號九樓之十六,3.96,,,,1110223,土地2建物1車位0,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1031226,72.82,1,1,1,有,有,12400000,170283,,0.0,0,,RPOPMLOKLHHGFGF18EA,38.18,1.65,4.78,有,207.0
659,板橋區,房地(土地+建物),新北市板橋區莊敬路４６之３號六樓,5.69,商,,,1110216,土地1建物1車位0,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870416,86.60000000000001,2,1,2,有,有,16000000,184758,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLRKLHHGFAF28EA,53.92,0.0,11.62,有,208.0
663,三芝區,房地(土地+建物)+車位,新北市三芝區埔尾９之６３號七樓,84.52,,山坡地保育區,丙種建築用地,1110216,土地11建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850708,145.74,2,1,1,有,有,3930000,26966,坡道平面,0.0,0,地號10186-0002:923元、地號20188-0005:10574元、地號30204-0003:4414元、地號40206-0001:4038元、地號50206-0005:1605元；土地公埔段埔尾小段186、185、190、202、206、218地號及143建號合併計價3908443元。,RPXNMLOKLHHGFEF68EA,75.44,1.56,9.46,有,210.0
664,淡水區,房地(土地+建物),新北市淡水區鄧公路２９巷１０號十二樓,6.81,住,,,1110306,土地1建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860604,38.24,1,1,1,有,有,3300000,86297,,0.0,0,陽台加窗、花台加窗其他增建；,RPOOMLOKLHHGFEF87EA,24.9,0.99,4.43,有,211.0
669,三重區,房地(土地+建物)+車位,新北市三重區環河北路三段３９６號八樓,45.08,住,,,1110208,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980518,246.79999999999998,4,2,2,有,有,31550000,127836,坡道平面,28.22,0,陽台外推；,RPQNMLOKLHHGFGF18EA,130.2,11.83,13.64,有,
670,三重區,房地(土地+建物)+車位,新北市三重區電信街８９號十一樓之六,8.69,商,,,1110213,土地2建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101224,86.9,2,1,1,有,有,10100000,135307,升降機械,24.08,1600000,,RPQWMLNJLHHGFGF88EA,37.14,2.57,2.51,有,
672,淡水區,房地(土地+建物),新北市淡水區興福寮８８巷２３２號十四樓,9.31,,山坡地保育區,丙種建築用地,1110311,土地2建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900411,53.42,1,1,1,有,有,3000000,56159,,0.0,0,,RPWNMLPKLHHGFEF68EA,36.34,0.0,1.61,有,
673,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段１２３號七樓,17.96,住,,,1101230,土地1建物1車位1,七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,122.0,2,1,1,有,有,8550000,70082,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLOKLHHGFEF38EA,54.47,3.95,5.36,有,215.0
677,汐止區,房地(土地+建物)+車位,新北市汐止區中興路１７５之１號八樓,11.21,住,,,1110214,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050420,98.75,2,2,1,有,有,12500000,143996,坡道平面,27.22,2200000,,RPSQMLOKLHHGFDF38EA,42.38,2.96,2.94,有,217.0
679,汐止區,房地(土地+建物),新北市汐止區中正路３８號八樓之１,10.18,商,,,1110128,土地1建物1車位0,八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1060915,82.38,2,1,1,有,有,9500000,115319,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLOKLHHGFDF58EA,47.68,3.19,4.38,有,218.0
684,新店區,房地(土地+建物)+車位,新北市新店區達觀路１４巷７號六樓之六,58.24,,山坡地保育區,丙種建築用地,1110208,土地2建物1車位1,六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850710,157.6,3,2,2,有,有,8900000,56472,坡道平面,0.0,0,,RPUNMLOKLHHGFCF18EA,87.04,0.0,13.35,有,
687,新店區,房地(土地+建物),新北市新店區達觀路１８號五樓之二,52.89,,山坡地保育區,丙種建築用地,1110213,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850510,113.04,3,2,2,有,有,8530000,75460,,0.0,0,,RPWNMLLKLHHGFCF08EA,76.3,0.0,13.23,有,222.0
688,新莊區,房地(土地+建物),新北市新莊區民安西路９５之１號十二樓,11.91,住,,,1110225,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950915,87.11,2,2,1,有,有,10200000,117093,,0.0,0,陽台外推；其他增建；,RPXPMLPKLHHGFBF68EA,52.54,0.92,7.59,有,
689,新莊區,房地(土地+建物)+車位,新北市新莊區新北大道四段２０９號二十七樓,41.73,商,,,1110104,土地1建物1車位2,二十七層，二十八層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040907,379.01,4,2,4,有,有,52880000,160366,坡道平面,78.26,4650000,陽台外推；其他增建；,RPSQMLPKLHHGFBF28EA,184.53,0.0,20.68,有,223.0
690,林口區,房地(土地+建物)+車位,新北市林口區忠孝三路６９號九樓,34.8,住,,,1101209,土地1建物1車位2,九層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030506,330.5,4,2,3,有,有,39200000,116932,坡道平面,31.18,4200000,其他增建；,RPQQMLOKLHHGFBF97EA,169.12,10.49,18.38,有,224.0
693,新莊區,房地(土地+建物)+車位,新北市新莊區福德三街２０號四樓,34.54,住,,,1110218,土地1建物1車位1,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010425,215.42000000000002,4,2,3,有,有,28800000,146560,坡道平面,32.56,2000000,,RPUOMLOKLHHGFBF18EA,120.44,4.12,10.75,有,
697,板橋區,房地(土地+建物),新北市板橋區萬板路１９０號三樓之２,16.84,住,,,1101227,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851202,109.02,3,2,2,有,有,16160000,148230,,0.0,0,陽台外推；其他增建；,RPVPMLOKLHHGFAF28EA,84.27,0.0,11.12,有,
698,土城區,房地(土地+建物),新北市土城區永豐路１５１巷２３號十樓,21.34,住,,,1110219,土地6建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841104,82.1,2,1,2,有,有,9200000,112058,,0.0,0,其他增建；,RPWPMLOKLHHGFAF38EA,69.38,0.78,7.2,有,
699,板橋區,房地(土地+建物),新北市板橋區國泰街２５巷２號十一樓之一,13.1,商,,,1110111,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860127,79.28999999999999,2,1,1,有,有,9000000,113507,,0.0,0,,RPWPMLKKLHHGFAF97EA,60.95,0.0,8.63,有,227.0
707,樹林區,房地(土地+建物),新北市樹林區中華路２９９號七樓,14.53,住,,,1110114,土地1建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831202,120.22,3,2,2,有,有,10100000,84013,,0.0,0,,RPVNMLOJLHHGFIF68DA,81.8,2.77,11.05,有,230.0
711,三峽區,房地(土地+建物),新北市三峽區學勤路１９２之１號五樓,11.94,商,,,1110116,土地1建物1車位0,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960727,101.50999999999999,2,2,1,有,有,13900000,136932,,0.0,0,,RPQOMLPKKHHGFIF38DA,65.87,0.0,4.54,有,231.0
713,三峽區,房地(土地+建物)+車位,新北市三峽區三樹路２４３號九樓,13.1,住,,,1110119,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931201,113.86,2,2,1,有,有,11080000,97312,坡道平面,28.54,0,主建物內含機房空間,RPWOMLQKKHHGFIF09DA,58.38,0.64,4.89,有,
715,三峽區,房地(土地+建物),新北市三峽區文化路２６６之９號九樓,16.87,住,,,1110118,土地2建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830701,140.43,3,2,2,有,有,10620000,75625,,0.0,0,,RPUOMLLLKHHGFIF48DA,99.32,0.95,10.52,有,
720,永和區,房地(土地+建物)+車位,新北市永和區永平路３３２號二十二樓,7.4,住,,,1110217,土地1建物1車位1,二十二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1090427,107.36,2,2,1,有,有,16590000,154527,坡道平面,35.78,0,政府機關標讓售；,RPTOMLOKLHHGFHF58DA,47.22,0.0,2.92,有,
725,中和區,房地(土地+建物),新北市中和區新生街５２號五樓,20.63,住,,,1110209,土地2建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790915,129.21,3,2,2,有,有,16420000,127080,,0.0,0,陽台外推；,RPOPMLPKLHHGFHF28DA,101.51,0.0,13.85,有,
726,中和區,房地(土地+建物)+車位,新北市中和區中正路２７１號十樓,9.82,住,,,1110228,土地2建物1車位1,十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,151.35,3,2,2,有,有,15200000,109898,坡道機械,20.32,800000,,RPPSMLTJLHHGFHF98DA,104.38,0.0,11.67,有,
731,中和區,房地(土地+建物)+車位,新北市中和區中原街１２０號八樓,20.43,住,,,1101221,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091202,130.01999999999998,2,2,1,有,有,16750000,146865,坡道平面,31.63,2300000,,RPTRMLOJLHHGFHF78DA,56.28,4.76,4.78,有,
733,中和區,房地(土地+建物)+車位,新北市中和區中原街１０６號十三樓,20.43,住,,,1101125,土地1建物1車位1,十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091202,130.3,2,2,1,有,有,15130000,133779,坡道平面,31.63,1930000,,RPWSMLMJLHHGFHF98DA,56.28,4.76,4.78,有,
734,中和區,房地(土地+建物)+車位,新北市中和區中原街１２０號十八樓,20.43,住,,,1101210,土地1建物1車位1,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091202,130.01999999999998,2,2,1,有,有,16690000,147576,坡道平面,31.63,2170000,,RPXSMLMJLHHGFHF09DA,56.28,4.76,4.78,有,
736,中和區,房地(土地+建物)+車位,新北市中和區中原街７２號十樓,33.03,住,,,1110126,土地1建物1車位1,十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091117,187.99,2,2,2,有,無,29390000,178094,坡道平面,36.89,2480000,,RPRRMLMJLHHGFHF38DA,89.13,1.76,8.45,有,
737,中和區,房地(土地+建物)+車位,新北市中和區中原街７２號十三樓,33.03,住,,,1101211,土地1建物1車位1,十三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091117,187.99,2,2,2,有,無,28680000,174719,坡道平面,36.89,2280000,,RPSRMLMJLHHGFHF48DA,89.13,1.76,8.45,有,
738,中和區,房地(土地+建物)+車位,新北市中和區中原街６２號二十一樓,16.94,住,,,1110219,土地1建物1車位1,二十一層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091117,114.45,2,2,1,有,無,15650000,171093,坡道平面,36.89,2380000,,RPTRMLMJLHHGFHF58DA,45.55,1.27,4.24,有,
740,中和區,房地(土地+建物)+車位,新北市中和區中原街１２０號十四樓,11.29,住,,,1110114,土地1建物1車位1,十四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091202,88.86,0,2,1,有,有,10530000,139437,坡道平面,31.63,2550000,,RPTSMLLJLHHGFHF58DA,30.95,3.59,4.78,有,
741,中和區,房地(土地+建物)+車位,新北市中和區中原街１１０號十八樓,26.87,住,,,1101221,土地1建物1車位1,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091202,158.74,2,2,2,有,有,22050000,154197,坡道平面,31.63,2450000,,RPOTMLLJLHHGFHF18DA,74.27,1.81,8.07,有,
742,中和區,房地(土地+建物)+車位,新北市中和區中原街１１６之１號八樓,17.95,住,,,1101215,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091202,116.61,2,2,1,有,有,14920000,149682,坡道平面,31.63,2200000,,RPPTMLLJLHHGFHF28DA,49.55,2.59,4.17,有,
743,三重區,房地(土地+建物),新北市三重區成功路１００號六樓,7.6,商,,,1110114,土地3建物1車位0,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041105,87.05,2,1,1,有,有,13600000,156232,,0.0,0,,RPTRMLLKLHHGFGF48DA,42.93,7.97,6.06,有,240.0
747,三重區,房地(土地+建物),新北市三重區元富一街５３號二樓,11.28,住,,,1101001,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100917,61.97,1,1,1,有,有,7200000,116185,,0.0,0,,RPTPMLOKLHHGFGF58DA,37.08,0.0,4.75,有,
749,三重區,房地(土地+建物)+車位,新北市三重區環河北路三段５０６號二樓,29.73,住,,,1110121,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980121,211.66,4,2,2,有,有,27250000,128750,坡道平面,38.34,0,,RPWOMLKKLHHGFGF38DA,105.98,7.7,5.51,有,244.0
750,三重區,房地(土地+建物),新北市三重區頂文路２３號二十樓,8.87,住,,,1080727,土地1建物1車位0,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101015,78.87,2,2,1,有,有,10560000,133891,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWPMLTJLHHGFGF66DA,44.52,3.38,3.99,有,
754,三重區,房地(土地+建物)+車位,新北市三重區疏洪東路一段３８號六樓之二,15.41,住,,,1090121,土地1建物1車位1,六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100907,132.88,2,2,1,有,有,15200000,137595,坡道平面,38.4,2200000,,RPOPMLSJLHHGFGF38DA,51.91,5.97,3.03,有,
756,三重區,房地(土地+建物)+車位,新北市三重區頂文路１１號十九樓,20.23,住,,,1100717,土地1建物1車位1,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101015,154.64,3,2,2,有,有,20370000,150312,坡道平面,32.76,2050000,預售屋、或土地及建物分件登記案件；,RPQRMLOJLHHGFGF38DA,67.78,7.03,5.4,有,
760,三重區,房地(土地+建物),新北市三重區頂文路７號十二樓,15.93,住,,,1100828,土地1建物1車位0,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101015,173.14999999999998,3,2,2,有,有,21360000,123361,,0.0,0,預售屋、或土地及建物分件登記案件；,RPRQMLNJLHHGFGF28DA,79.89,6.75,5.82,有,
763,三重區,房地(土地+建物),新北市三重區頂文路７號十樓,15.99,住,,,1100912,土地1建物1車位0,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101015,175.57999999999998,3,2,2,有,有,21270000,121141,,0.0,0,預售屋、或土地及建物分件登記案件；,RPXPMLRKKHHGFGF56DA,80.21,6.75,6.0,有,
769,三重區,房地(土地+建物)+車位,新北市三重區元富一街５３號三樓,19.86,住,,,1071014,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100917,171.83999999999997,3,2,2,有,有,16290000,122914,坡道平面,55.58,2000000,預售屋、或土地及建物分件登記案件；,RPXVMLMKJIGGFGF56DA,67.25,5.09,7.79,有,
770,三重區,房地(土地+建物)+車位,新北市三重區元富一街５５號三樓,18.74,住,,,1071013,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100917,149.67000000000002,2,2,2,有,有,15770000,127945,坡道平面,39.31,1650000,預售屋、或土地及建物分件登記案件；,RPTOMLPKJIGGFGF38DA,63.09,4.68,7.5,有,
771,八里區,房地(土地+建物)+車位,新北市八里區頂罟一路７０號十樓,16.68,商,,,1110126,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100416,156.11,3,2,2,有,有,11950000,83401,坡道平面,32.85,1670000,預售屋、或土地及建物分件登記案件；,RPWQMLOKLHHGFEF78DA,72.49,3.84,8.09,有,
772,八里區,房地(土地+建物)+車位,新北市八里區頂罟一路５０號十三樓,16.68,商,,,1110113,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100416,160.39,3,2,2,有,有,11800000,80665,坡道平面,37.04,1850000,預售屋、或土地及建物分件登記案件；,RPORMLOKLHHGFEF08DA,72.49,3.84,8.09,有,
773,八里區,房地(土地+建物)+車位,新北市八里區頂罟一路５２號十四樓,13.21,商,,,1110117,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100416,128.17000000000002,3,2,2,有,有,9640000,83823,坡道平面,32.85,1650000,預售屋、或土地及建物分件登記案件；,RPPRMLOKLHHGFEF18DA,56.63,3.73,5.11,有,
774,八里區,房地(土地+建物)+車位,新北市八里區頂罟一路５６號十三樓,13.21,商,,,1110123,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100416,132.36,3,2,2,有,有,9820000,84138,坡道平面,37.04,1800000,預售屋、或土地及建物分件登記案件；,RPQRMLOKLHHGFEF28DA,56.63,3.73,5.11,有,
775,八里區,房地(土地+建物)+車位,新北市八里區頂罟一路６２號十二樓,10.09,商,,,1101231,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100416,100.38,2,2,1,有,有,7150000,84171,坡道平面,31.71,1370000,預售屋、或土地及建物分件登記案件；,RPRRMLOKLHHGFEF38DA,40.25,2.29,4.5,有,
776,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段３０７號十七樓,8.13,商,,,1110222,土地1建物1車位1,十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,123.38,2,1,2,有,有,7300000,59167,坡道平面,30.46,0,,RPQNMLPKLHHGFEF97DA,53.62,1.25,6.95,有,254.0
779,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段７６號二十一樓,16.72,住,,,1110216,土地1建物1車位1,二十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,114.43,2,2,2,有,有,8280000,72359,坡道平面,25.02,0,,RPTOMLOKLHHGFEF28DA,52.13,3.93,4.66,有,255.0
781,淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段１２６號三樓,10.72,住,,,1110130,土地1建物1車位1,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,104.88,1,1,1,有,有,5700000,54348,坡道平面,37.86,0,,RPRQMLOKLHHGFEF28DA,31.92,3.8,5.25,有,256.0
782,淡水區,房地(土地+建物)+車位,新北市淡水區中正東路一段６３之５號十樓,13.03,住,,,1110211,土地2建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011121,105.57,1,1,1,有,有,8330000,78905,坡道平面,36.08,0,,RPPOMLLKLHHGFEF57DA,40.56,0.0,5.36,有,257.0
783,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段６６號六樓,24.87,住,,,1110129,土地1建物1車位1,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,167.31,3,2,2,有,有,13300000,82578,坡道平面,25.02,1550000,,RPVOMLLKLHHGFEF18DA,81.85,3.53,11.14,有,
784,淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段１７０號十八樓,8.47,商,,,1110221,土地1建物1車位1,十八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,111.28999999999999,2,1,1,有,有,6850000,61551,坡道機械,15.42,0,,RPOPMLKKLHHGFEF47DA,55.9,3.47,6.13,有,258.0
785,淡水區,房地(土地+建物)+車位,新北市淡水區自立路１５巷９號三樓,13.27,商,,,1110216,土地1建物1車位1,三層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840510,183.34,4,2,2,有,有,15800000,86179,坡道平面,40.28,0,陽台外推；,RPXPMLTJLHHGFEF56DA,162.41,2.36,10.56,有,
787,汐止區,房地(土地+建物)+車位,新北市汐止區大同路二段１８４巷１０號２２樓之４,16.45,商,,,1110110,土地2建物1車位1,二十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870903,145.01,2,2,1,有,有,16000000,138972,坡道平面,44.27,2000000,房屋含基地持分14/10000及車位含應配土地持分4/10000分別訂立買賣私契,RPXNMLKKLHHGFDF08DA,65.27,0.4,8.31,有,
791,汐止區,房地(土地+建物)+車位,新北市汐止區新昌路３７之２號五樓,16.54,住,,,1110303,土地1建物1車位2,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1060214,152.73,3,2,2,有,有,17250000,139130,坡道機械,43.12,2000000,,RPSOMLTJLHHGFDF48DA,66.4,4.87,6.39,有,
797,汐止區,房地(土地+建物)+車位,新北市汐止區翠峰街２７號２樓之５,28.46,,鄉村區,乙種建築用地,1110207,土地2建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0711013,147.26,3,2,2,有,有,7500000,50934,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPQMLOKLHHGFDF97DA,111.23,0.0,17.78,有,261.0
801,汐止區,房地(土地+建物)+車位,新北市汐止區工建路９２號十一樓之３,19.65,住,,,1110119,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981120,145.56,3,2,2,有,有,18300000,125721,坡道平面,24.23,0,,RPQNMLOLJHHGFDF67DA,67.7,1.46,13.63,有,262.0
802,新店區,房地(土地+建物)+車位,新北市新店區中正路４８９號七樓,9.99,,,,1110129,土地2建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880406,147.75,3,2,2,有,有,17700000,119797,坡道平面,45.74,0,陽台外推；,RPPOMLOKLHHGFCF67DA,65.45,4.42,8.37,有,263.0
810,新店區,房地(土地+建物),新北市新店區北宜路一段１８之６號六樓,17.09,,,,1110107,土地1建物1車位0,六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980409,194.23,4,2,2,有,有,34550000,177882,,0.0,0,,RPTQMLPKKHHGFCF28DA,128.25,3.12,5.7,有,
811,新店區,房地(土地+建物),新北市新店區安康路二段１００巷１號九樓之３,9.19,商,,,1081229,土地3建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101208,86.62,2,2,1,有,有,9410000,108635,,0.0,0,建物款： 3952000元土地款： 5458000元預售屋、或土地及建物分件登記案件；,RPRQMLTJKHHGFCF38DA,54.23,0.0,4.75,有,
813,新店區,房地(土地+建物),新北市新店區安康路二段１００巷１號六樓,10.12,商,,,1080710,土地3建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101208,95.68,3,2,1,有,有,10300000,107651,,0.0,0,建物款： 4326000元土地款： 5974000元預售屋、或土地及建物分件登記案件；,RPTOMLTJKHHGFCF38DA,56.08,3.8,5.32,有,
814,五股區,房地(土地+建物)+車位,新北市五股區芳洲一路９０號十一樓,28.82,住,,,1110308,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100716,148.19,3,2,2,有,有,16360000,118883,坡道平面,28.24,2100000,,RPXQMLOKLHHGFBF58DA,71.99,0.0,6.88,有,
